MariaDB [(none)]> CREATE DATABASE szkola
    -> ;
Query OK, 1 row affected (0.01 sec)

MariaDB [(none)]> USE szkola
Database changed

MariaDB [szkola]> SOURCE uczniowie.txt
Query OK, 0 rows affected (0.16 sec)

Query OK, 652 rows affected (0.11 sec)
Records: 652  Duplicates: 0  Warnings: 0

MariaDB [szkola]> SHOW TABLES
    -> ;
+------------------+
| Tables_in_szkola |
+------------------+
| uczniowie        |
+------------------+
1 row in set (0.00 sec)

MariaDB [szkola]> SELECT * FROM uczniowie
    -> ;
+-------+------------+-----------------+------------+--------+-------------+-----------+-----------+--------+--------+----------+------------+
| nr    | imie       | nazwisko        | matematyka | fizyka | informatyka | angielski | geografia | chemia | polski | historia | wychowawca |
| Kozlowski       | Boleslaw   |
| Kowalski        | Krzysztof  |
| Kotarba         | Mateusz    |
| Kot             | Aleksandra |
| Kot             | Alina      |
| Kot             | Cecylia    |
| Kot             | Dorota     |
| Kot             | Feliks     |
| Kot             | Iwona      |
| Kot             | Janusz     |
| Kot             | Katarzyna  |
| Kot             | Krzysztof  |
| Kot             | Krzysztof  |
| Kot             | Malgorzata |
| Kot             | Michal     |
| Kot             | Miroslawa  |
| Kot             | Monika     |
| Kot             | Paulina    |
| Kot             | Pawel      |
| Kot             | Stefan     |
| Kot             | Tomasz     |
| Kot             | Tomasz     |
| Kot             | Waldemar   |
| Kot             | Wiktor     |
| Kot             | Wiktor     |
| Kot             | Wojciech   |
| Kot             | Zygmunt    |
| Kosiorowski     | Stefan     |
| Kosek           | Piotr      |
| Kolodziejczyk   | Anna       |
| Kolodziejczyk   | Jacek      |
| Kolodziejczyk   | Wiktor     |
| Kolodziej       | Robert     |
| Kolek           | Janusz     |
| Kolarz          | Alina      |
| Kobus           | Wojciech   |
| Kmiec           | Boleslaw   |
| Kluta           | Ewa        |
| Klucinska       | Zygmunt    |
| Klos            | Krzysztof  |
| Klimkiewicz     | Jan        |
| Karbowniczek    | Katarzyna  |
| Kania           | lukasz     |
| Kania           | Malgorzata |
| Kamisinski      | Marcelina  |
| Kalita          | Krystyna   |
| Kaliszan        | Andrzej    |
| Kalamar         | Iwona      |
| Kajda           | Magdalena  |
| Kadziola        | Justyna    |
| Kaczmarczyk     | Cecylia    |
| Kabaj           | Stefan     |
| Joanna          | Barbara    |
| Jasinski        | Agata      |
| Jasinski        | Jan        |
| Janus           | Cecylia    |
| Janiszewska     | Joanna     |
| Janiga          | Cecylia    |
| Janeczek        | Zygmunt    |
| Jakobik         | Jan        |
| Jackowski       | Janusz     |
| Izdebska        | Maciej     |
| Iwo             | Iwona      |
| Holda           | Grzegorz   |
| Hajto           | Joanna     |
| Gwizdz          | Wojciech   |
| Gurba           | Iwona      |
| Grzybowska      | Katarzyna  |
| Grzesiak        | Monika     |
| Gryga           | Sebastian  |
| Gruca           | Aleksandra |
| Grabska         | Anna       |
| Gorski          | Pawel      |
| Gora            | Marcin     |
| Golec           | Monika     |
| Godowski        | Feliks     |
| Gawron          | Jan        |
| Gasior          | Monika     |
| Gadek           | Michal     |
| Gad             | Wojciech   |
| Frankowski      | Monika     |
| Fiema           | Magdalena  |
| Famielec        | Wiktor     |
| Eminowicz       | Jakub      |
| Dyrek           | Wojciech   |
| Duraj           | Boleslaw   |
| Dudzinski       | Anna       |
| Dudek           | Bartosz    |
| Dudek           | Jan        |
| Drahus          | Gabriela   |
| Dospial         | Boleslaw   |
| Dolny           | Teresa     |
| Dolinska        | Boleslaw   |
| Depinska        | Magdalena  |
| Dec             | Jan        |
| Daria           | Cecylia    |
| Daniel          | Pawel      |
| Czubak          | Marek      |
| Czarnik         | Cecylia    |
| Czarnek         | Barbara    |
| Czarnek         | Boleslaw   |
| Czarnek         | Cecylia    |
| Czarnek         | Feliks     |
| Czarnek         | Feliks     |
| Czarnek         | Jan        |
| Czarnek         | Jan        |
| Czarnek         | Jan        |
| Czarnek         | Justyna    |
| Czarnek         | Kamil      |
| Czarnek         | Marcin     |
| Czarnek         | Marcin     |
| Czarnek         | Michal     |
| Czarnek         | Michal     |
| Czarnek         | Monika     |
| Czarnek         | Piotr      |
| Czarnek         | Stanislaw  |
| Czarnek         | Wawrzyniec |
| Czarnek         | Wiktor     |
| Czarnek         | Wojciech   |
| Czarnecki       | Karolina   |
| Cwik            | Alina      |
| Cieslik         | Iwona      |
| Cieluch         | Malgorzata |
| Cichon          | Natalia    |
| Ciaptacz        | Alina      |
| Ciaptacz        | Anna       |
| Chudzik         | Patryk     |
| Chrusciel       | Adam       |
| Chrusciel       | Aleksandra |
| Chrusciel       | Alina      |
| Chrusciel       | Anna       |
| Chrusciel       | Barbara    |
| Chrusciel       | Barbara    |
| Chrusciel       | Bogumil    |
| Chrusciel       | Boleslaw   |
| Chrusciel       | Cecylia    |
| Chrusciel       | Cecylia    |
| Chrusciel       | Cecylia    |
| Chrusciel       | Cecylia    |
| Chrusciel       | Feliks     |
| Chrusciel       | Jakub      |
| Chrusciel       | Jan        |
| Chrusciel       | Kamila     |
| Chrusciel       | Krzysztof  |
| Chrusciel       | Krzysztof  |
| Chrusciel       | Magdalena  |
| Chrusciel       | Magdalena  |
| Chrusciel       | Marcin     |
| Chrusciel       | Rafal      |
| Chrusciel       | Tomasz     |
| Chrusciel       | Zygmunt    |
| Chociej         | Janusz     |
| Chechelski      | Artur      |
| Cabaj           | Alina      |
| Butscher        | Agnieszka  |
| Budkowski       | Miroslawa  |
| Brzostek        | Aleksandra |
| Brozek          | Miroslawa  |
| Bros            | Anna       |
| Broniek         | Iwona      |
| Brodowicz       | Anna       |
| Borowicz        | Stefan     |
| Borek           | Norbert    |
| Bohosiewicz     | Iwona      |
| Boduch          | Jacek      |
| Bobrowski       | Agata      |
| Blazowski       | Wiktor     |
| Biegan          | Stefan     |
| Biborski        | Wiktor     |
| Bialy           | Alina      |
| Bialy           | Anna       |
| Bialy           | Barbara    |
| Bialy           | Barbara    |
| Bialy           | Boleslaw   |
| Bialy           | Feliks     |
| Bialy           | Feliks     |
| Bialy           | Feliks     |
| Bialy           | Jadwiga    |
| Bialy           | Jakub      |
| Bialy           | Jan        |
| Bialy           | Jan        |
| Bialy           | Janusz     |
| Bialy           | Joanna     |
| Bialy           | Katarzyna  |
| Bialy           | Nadia      |
| Bialy           | Stefan     |
| Bialy           | Zygmunt    |
| Bialy           | Zygmunt    |
| Bialic          | Urszula    |
| Bernacki        | Stefan     |
| Bereta          | Anna       |
| Belczyk         | Ewa        |
| Bednarczyk      | Katarzyna  |
| Basista         | Teresa     |
| Barcinski       | Jacek      |
| Banas           | Feliks     |
| Banas           | Wiktor     |
| Balwierz        | Boleslaw   |
| Balas           | Parys      |
| Bakowska        | Iwona      |
| Bagsik          | Stefan     |
| Bagsik          | Wiktor     |
| Bachus          | Karolina   |
| Augustynska     | Alina      |
| Augustynska     | Alina      |
| Augustynska     | Iwona      |
| Anielski        | Izabela    |
| Adamczyk        | Adam       |
| Adamczak        | Stefan     |
+-----------------+------------+
652 rows in set (0.01 sec)

MariaDB [szkola]> SELECT * FROM uczniowie LIMIT 6, 10;
+-------+-----------+-----------+------------+--------+-------------+-----------+-----------+--------+--------+----------+------------+
| nr    | imie      | nazwisko  | matematyka | fizyka | informatyka | angielski | geografia | chemia | polski | historia | wychowawca |
+-------+-----------+-----------+------------+--------+-------------+-----------+-----------+--------+--------+----------+------------+
| 13719 | Iwona     | Zawada    |        3.7 |    2.6 |         1.3 |       3.7 |       3.2 |    5.1 |    4.5 |      4.9 | Pala       |
| 13720 | Jan       | Wronski   |        4.8 |    2.6 |         1.4 |       1.5 |       4.6 |    3.4 |    4.5 |      3.8 | Sewiolo    |
| 13721 | Jan       | Smilek    |        3.5 |      3 |         4.2 |       2.7 |       5.2 |    4.4 |    2.1 |      4.1 | Siwy       |
| 13722 | Krzysztof | Chrusciel |        3.9 |    3.7 |         1.3 |       3.8 |       4.8 |    1.5 |    2.4 |      2.6 | Agat       |
| 13723 | Boleslaw  | Dolinska  |        5.7 |    3.7 |         4.7 |       4.7 |       1.8 |    2.1 |    1.1 |      2.1 | Czech      |
| 13724 | Adam      | Molenda   |        1.9 |    2.2 |         2.1 |       3.5 |       2.6 |    5.6 |    4.6 |      4.2 | Jasiek     |
| 13725 | Maciej    | Piekos    |        2.6 |    5.5 |         4.9 |       2.6 |       5.6 |    1.5 |    3.5 |        2 | Kot        |
| 13726 | Tomasz    | Milos     |        4.4 |    2.1 |         1.3 |       2.7 |       2.4 |    5.2 |    5.9 |      5.9 | Blachy     |
| 13727 | Marcin    | Czarnek   |        3.3 |    2.7 |         5.3 |       1.7 |       2.6 |    4.7 |    2.8 |      4.4 | sliwa      |
| 13728 | Krzysztof | Kryczko   |        4.7 |    2.2 |         2.7 |       2.3 |       4.3 |    3.3 |    2.8 |      4.2 | Kowal      |
+-------+-----------+-----------+------------+--------+-------------+-----------+-----------+--------+--------+----------+------------+
10 rows in set (0.00 sec)

MariaDB [szkola]> SELECT imie, nazwisko FROM uczniowie WHERE wychowawca='Agat';
+-----------+---------------+
| imie      | nazwisko      |
+-----------+---------------+
| Krzysztof | Chrusciel     |
| Adam      | Adamczyk      |
| Alina     | Siemieszko    |
| Witold    | Piatkowski    |
| Miroslawa | Nowak         |
| Monika    | Szczesna      |
| Boleslaw  | Szczesny      |
| Michal    | Szczesny      |
| Dorota    | Statkiewicz   |
| Jan       | Siemieszko    |
| Jacek     | Kolodziejczyk |
| Boleslaw  | Siemieszko    |
| Janusz    | Zagrodzki     |
| Feliks    | Czarnek       |
| Jan       | Marek         |
+-----------+---------------+
15 rows in set (0.00 sec)

MariaDB [szkola]> SELECT nr FROM uczniowie WHERE historia>=3 AND historia<=5;
+-------+
| nr    |
+-------+
| 13716 |
| 13719 |
| 13720 |
| 13721 |
| 13724 |
| 13727 |
| 13728 |
| 13729 |
| 13733 |
| 13736 |
| 13737 |
| 13741 |
| 13742 |
| 13743 |
| 13746 |
| 13752 |
| 13753 |
| 13757 |
| 13760 |
| 13762 |
| 13769 |
| 13770 |
| 13772 |
| 13778 |
| 13779 |
| 13784 |
| 13786 |
| 13787 |
| 13788 |
| 13789 |
| 13791 |
| 13792 |
| 13794 |
| 13797 |
| 13800 |
| 13801 |
| 13803 |
| 13804 |
| 13805 |
| 13806 |
| 13813 |
| 13817 |
| 13820 |
| 13828 |
| 13832 |
| 13834 |
| 13835 |
| 13838 |
| 13842 |
| 13843 |
| 13848 |
| 13851 |
| 13854 |
| 13855 |
| 13856 |
| 13859 |
| 13863 |
| 13864 |
| 13865 |
| 13868 |
| 13869 |
| 13870 |
| 13876 |
| 13885 |
| 13887 |
| 13891 |
| 13895 |
| 13897 |
| 13900 |
| 13901 |
| 13902 |
| 13913 |
| 13915 |
| 13916 |
| 13917 |
| 13918 |
| 13920 |
| 13922 |
| 13923 |
| 13932 |
| 13940 |
| 13941 |
| 13945 |
| 13947 |
| 13949 |
| 13950 |
| 13952 |
| 13954 |
| 13955 |
| 13956 |
| 13957 |
| 13959 |
| 13962 |
| 13966 |
| 13974 |
| 13975 |
| 13976 |
| 13979 |
| 13981 |
| 13986 |
| 13989 |
| 13990 |
| 13991 |
| 13992 |
| 13993 |
| 13994 |
| 13996 |
| 13997 |
| 14000 |
| 14003 |
| 14004 |
| 14008 |
| 14010 |
| 14014 |
| 14015 |
| 14016 |
| 14020 |
| 14023 |
| 14024 |
| 14025 |
| 14030 |
| 14033 |
| 14035 |
| 14040 |
| 14043 |
| 14044 |
| 14045 |
| 14051 |
| 14052 |
| 14054 |
| 14055 |
| 14059 |
| 14063 |
| 14064 |
| 14065 |
| 14066 |
| 14072 |
| 14074 |
| 14076 |
| 14079 |
| 14082 |
| 14083 |
| 14084 |
| 14085 |
| 14086 |
| 14087 |
| 14088 |
| 14089 |
| 14090 |
| 14092 |
| 14097 |
| 14098 |
| 14102 |
| 14106 |
| 14107 |
| 14109 |
| 14111 |
| 14114 |
| 14120 |
| 14122 |
| 14129 |
| 14130 |
| 14131 |
| 14134 |
| 14136 |
| 14139 |
| 14142 |
| 14146 |
| 14147 |
| 14149 |
| 14154 |
| 14155 |
| 14158 |
| 14166 |
| 14169 |
| 14171 |
| 14172 |
| 14173 |
| 14174 |
| 14175 |
| 14177 |
| 14178 |
| 14182 |
| 14187 |
| 14190 |
| 14191 |
| 14192 |
| 14194 |
| 14195 |
| 14198 |
| 14200 |
| 14202 |
| 14206 |
| 14207 |
| 14208 |
| 14209 |
| 14212 |
| 14213 |
| 14214 |
| 14218 |
| 14220 |
| 14221 |
| 14224 |
| 14231 |
| 14233 |
| 14234 |
| 14235 |
| 14238 |
| 14244 |
| 14247 |
| 14250 |
| 14251 |
| 14253 |
| 14254 |
| 14256 |
| 14262 |
| 14263 |
| 14268 |
| 14271 |
| 14273 |
| 14274 |
| 14277 |
| 14280 |
| 14281 |
| 14282 |
| 14283 |
| 14285 |
| 14287 |
| 14288 |
| 14293 |
| 14294 |
| 14295 |
| 14296 |
| 14298 |
| 14301 |
| 14302 |
| 14303 |
| 14304 |
| 14306 |
| 14308 |
| 14309 |
| 14312 |
| 14313 |
| 14315 |
| 14317 |
| 14318 |
| 14321 |
| 14323 |
| 14324 |
| 14325 |
| 14326 |
| 14327 |
| 14329 |
| 14332 |
| 14334 |
| 14341 |
| 14343 |
| 14347 |
| 14350 |
| 14353 |
| 14354 |
| 14355 |
| 14358 |
| 14362 |
| 14364 |
+-------+
265 rows in set (0.00 sec)

MariaDB [szkola]> SELECT imie FROM uczniowie WHERE imie LIKE 'J_____';
+--------+
| imie   |
+--------+
| Joanna |
| Janusz |
| Janusz |
| Janusz |
| Janusz |
| Janusz |
| Janusz |
| Janusz |
| Janusz |
| Janusz |
| Joanna |
| Joanna |
| Janusz |
| Janusz |
| Joanna |
| Janusz |
| Janusz |
| Janusz |
| Janusz |
| Janusz |
| Janusz |
| Joanna |
| Janusz |
| Janusz |
| Joanna |
| Janusz |
| Janusz |
| Janusz |
| Janusz |
| Joanna |
| Janusz |
| Janusz |
| Joanna |
| Janusz |
| Janusz |
+--------+
35 rows in set (0.00 sec)

MariaDB [szkola]> ALTER TABLE uczniowie CHANGE opiekun opiekun varchar(10) default 'dyrekcja';
Query OK, 0 rows affected (0.00 sec)
Records: 0  Duplicates: 0  Warnings: 0

MariaDB [szkola]> ALTER TABLE uczniowie ADD opis text;
Query OK, 0 rows affected (0.23 sec)
Records: 0  Duplicates: 0  Warnings: 0

MariaDB [szkola]> UPDATE uczniowie SET opis='dobry uczen' WHERE matematyka>4;
Query OK, 243 rows affected (0.08 sec)
Rows matched: 243  Changed: 243  Warnings: 0

MariaDB [szkola]> DESCRIBE uczniowie;
+-------------+-------------+------+-----+----------+-------+
| Field       | Type        | Null | Key | Default  | Extra |
+-------------+-------------+------+-----+----------+-------+
| nr          | int(11)     | NO   | PRI | 0        |       |
| imie        | varchar(20) | NO   |     |          |       |
